geoid,cplace
"06013359102",
"06037533401",Maywood
"06037433602",Rosemead
"06013362000",
"06111008202",Simi Valley
"06037570003",Lakewood
"06037533702",Maywood
"06037651101",Torrance
"06037533601",Bell
"06037651102",Torrance
"06037651201",Torrance
"06013379000",Richmond
"06013382000",Richmond
"06037124300",Los Angeles
"06013313101",Pittsburg
"06037533602",Bell
"06013388000",El Cerrito
"06013389100",El Cerrito
"06037500500",
"06013389200",El Cerrito
"06037124400",Los Angeles
"06013390100",El Cerrito
"06037601211",Inglewood
"06059021809",
"06107001800",Visalia
"06113010312",West Sacramento
"06059021810",
"06059021814",
"06059042326",
"06013390200",El Cerrito
"06037124600",Los Angeles
"06059042327",Laguna Hills
"06059063904",Costa Mesa
"06013312000",Pittsburg
"06059042328",
"06059063806",
"06065041910",
"06059074108",
"06059074109",Santa Ana
"06059074111",Santa Ana
"06107001006",
"06107001100",Visalia
"06037406411",West Covina
"06107001200",Visalia
"06107001601",
"06037269601",Los Angeles
"06059074200",Santa Ana
"06013333200",Concord
"06037269903",Los Angeles
"06037269904",Los Angeles
"06013334001",Concord
"06111002901",
"06085503123",San Jose
"06111003100",Oxnard
"06111003201",Oxnard
"06085504420",
"06111003300",Oxnard
"06037553504",Paramount
"06013335000",Concord
"06013336101",Concord
"06037554104",Bellflower
"06013336102",Concord
"06017990000",
"06037554105",Bellflower
"06059021817",
"06059021823",Yorba Linda
"06059021826",
"06013338201",
"06013338301",Walnut Creek
"06059042330",Laguna Niguel
"06037554203",Bellflower
"06059042331",Laguna Niguel
"06059042333",
"06059042332",Laguna Niguel
"06013311000",Pittsburg
"06037269905",Los Angeles
"06037271902",Los Angeles
"06107001701",Visalia
"06059063902",Costa Mesa
"06059063903",Costa Mesa
"06059063905",Costa Mesa
"06059063906",Costa Mesa
"06013345101",San Ramon
"06107001703",
"06107001704",
"06037239801",Los Angeles
"06059001202",La Habra
"06059001301",La Habra
"06057000802",
"06057000402",
"06057000300",
"06057000501",
"06057000105",
"06057000702",
"06057000502",
"06057000600",
"06057000104",
"06057000200",
"06057000801",
"06059074004",Santa Ana
"06013345102",San Ramon
"06013358000",
"06037554204",Bellflower
"06013352201",
"06013353002",
"06075011700",San Francisco
"06013356001",
"06013990000",
"06037554301",Bellflower
"06013359204",Hercules
"06059074005",Santa Ana
"06013360200",
"06059074006",Santa Ana
"06013364002",
"06013366001",San Pablo
"06059021827",
"06059021828",
"06059021830",Yorba Linda
"06059074102",Santa Ana
"06017031700",El Dorado Hills
"06059042334",Laguna Niguel
"06059042335",
"06059042338",Dana Point
"06059042337",Laguna Niguel
"06059063908",Costa Mesa
"06059074103",Santa Ana
"06037480902",Alhambra
"06037910805",
"06065040814",Corona
"06037189600",Los Angeles
"06037189400",Los Angeles
"06037430724",Arcadia
"06037181400",Los Angeles
"06065049000",
"06065041911",
"06067008513",Folsom
"06065050900",
"06065040609",
"06037910505",Palmdale
"06065040616",
"06013313102",Pittsburg
"06065040813",Norco
"06065042217",Riverside
"06037291120",Los Angeles
"06037534102",Bell Gardens
"06013314102",
"06013316000",Martinez
"06037239310",Los Angeles
"06013366002",San Pablo
"06059001303",La Habra
"06059001304",La Habra
"06059001401",
"06013367200",
"06037463000",Pasadena
"06047002402",
"06037185204",Los Angeles
"06037211121",Los Angeles
"06059032059",Ladera Ranch
"06037577604",
"06037910207",Palmdale
"06067007015",
"06067007017",
"06067007107",
"06037462500",
"06037462700",Pasadena
"06037462800",Pasadena
"06083002928",Isla Vista
"06037462900",Pasadena
"06055200705",
"06055200804",Napa
"06055200602",
"06055200803",
"06055200704",
"06037480600",South Pasadena
"06037480702",South Pasadena
"06037480703",South Pasadena
"06013329000",Concord
"06037910209",Palmdale
"06037267902",Los Angeles
"06037480704",South Pasadena
"06037480802",Alhambra
"06037554302",Bellflower
"06023940000",
"06087110200",
"06087120600",
"06061020901",Roseville
"06087121700",
"06083001208",Santa Barbara
"06087110502",
"06055200706",
"06037237600",Los Angeles
"06087100400",
"06087122003",
"06087122002",
"06061023000",
"06061020501",
"06061021106",Rocklin
"06061020806",Roseville
"06087100200",
"06037189800",Los Angeles
"06037143901",Los Angeles
"06037139802",Los Angeles
"06037550000",Norwalk
"06087122202",Rio del Mar
"06037125320",Los Angeles
"06037143602",Los Angeles
"06037204410",Los Angeles
"06087123100",
"06087110700",
"06037123010",Los Angeles
"06037134720",Los Angeles
"06037131800",Los Angeles
"06037920107",
"06037910808",
"06037460501",La Cañada Flintridge
"06087121300",
"06037224310",Los Angeles
"06087100300",
"06087122400",
"06087100900",
"06061021108",Rocklin
"06075012202",San Francisco
"06087110100",
"06037430901",Monrovia
"06061022002",
"06087121402",Live Oak
"06055200504",Napa
"06037296220",Los Angeles
"06087110501",Watsonville
"06087120500",
"06087121100",
"06037212102",Los Angeles
"06037214503",Los Angeles
"06037214901",Los Angeles
"06037234901",Los Angeles
"06061020717",Roseville
"06037480901",Alhambra
"06037261102",
"06037401704",
"06037228500",Los Angeles
"06037800102",
"06037460700",La Cañada Flintridge
"06037113231",
"06061020711",Roseville
"06037408703",
"06037300800",Glendale
"06037183810",Los Angeles
"06061020712",Roseville
"06055200601",Napa
"06055201006",American Canyon
"06037186100",Los Angeles
"06037301206",Glendale
"06037542103",
"06037293307",Los Angeles
"06083001402",
"06083001604",
"06037980001",Burbank
"06083002930",
"06037480101",Temple City
"06037541606",Compton
"06083980000",
"06079010205",El Paso de Robles (Paso Robles)
"06037575803",Long Beach
"06079010404",
"06079010101",
"06079012102",
"06037533502",Huntington Park
"06037621201",Redondo Beach
"06037131400",Los Angeles
"06037131600",Los Angeles
"06037131900",Los Angeles
"06037402402",Pomona
"06037209810",Los Angeles
"06037117404",Los Angeles
"06037123203",Los Angeles
"06087100700",Santa Cruz
"06037554405",Bellflower
"06075017102",San Francisco
"06075012302",San Francisco
"06075016801",San Francisco
"06075011902",San Francisco
"06075012201",San Francisco
"06061021109",Rocklin
"06061021901",
"06041102203",Novato
"06075012602",San Francisco
"06075013101",San Francisco
"06075013102",San Francisco
"06075015801",San Francisco
"06037482304",Rosemead
"06041102202",Novato
"06097152203",Santa Rosa
"06041109001",San Rafael
"06061021040",Roseville
"06037191410",Los Angeles
"06037800101",
"06037262303",Los Angeles
"06037234800",Los Angeles
"06061020104",
"06037500600",Pico Rivera
"06061020713",Roseville
"06061021129",
"06037701100",
"06037302103",Glendale
"06037570601",Long Beach
"06097152802",Santa Rosa
"06037141600",Los Angeles
"06037980021",Los Angeles
"06037211802",Los Angeles
"06037191720",Los Angeles
"06037122420",Los Angeles
"06037128220",Los Angeles
"06097152903",
"06097152904",
"06037125502",Los Angeles
"06061021038",Roseville
"06037189903",Los Angeles
"06037111205",Los Angeles
"06037265602",Los Angeles
"06037115403",Los Angeles
"06037297201",Los Angeles
"06037603802",Lawndale
"06019003400",Fresno
"06037131702",Los Angeles
"06037132002",Los Angeles
"06037132101",Los Angeles
"06037273502",Los Angeles
"06037273902",Los Angeles
"06037275102",Los Angeles
"06037275603",Los Angeles
"06037461502",Pasadena
"06037461901",Pasadena
"06037461902",Pasadena
"06037462002",Pasadena
"06037462201",Pasadena
"06037403317",Pomona
"06037127102",Los Angeles
"06037482401",Rosemead
"06037482301",San Gabriel
"06037482303",Rosemead
"06037462302",Pasadena
"06037463602",Pasadena
"06037554513",Cerritos
"06037400603",Azusa
"06037408623",Hacienda Heights
"06037402200",Pomona
"06037430801",Arcadia
"06037267600",Los Angeles
"06037117302",Los Angeles
"06037403325",
"06037121010",Los Angeles
"06037403802",
"06037406412",West Covina
"06097153102",Santa Rosa
"06097153501",
"06097153600",
"06097153704",
"06097153706",
"06097153901",
"06037482402",
"06097150901",
"06097153903",
"06097150500",
"06019000800",
"06019001000",
"06037117303",Los Angeles
"06097153001",Santa Rosa
"06097153401",
"06097150902",
"06037702102",Santa Monica
"06097154000",
"06019001100",Fresno
"06037554406",Bellflower
"06037701902",Santa Monica
"06075022704",San Francisco
"06037431501",
"06037431502",
"06037433304",El Monte
"06037433305",El Monte
"06037433306",El Monte
"06075016802",San Francisco
"06019001201",
"06037482503",Rosemead
"06075032901",San Francisco
"06037482521",
"06037482522",
"06075017101",San Francisco
"06075017801",San Francisco
"06075017802",San Francisco
"06075025701",San Francisco
"06075025702",San Francisco
"06075031201",San Francisco
"06075031202",San Francisco
"06075032602",San Francisco
"06075032802",San Francisco
"06037121020",Los Angeles
"06041119202",
"06037433402",
"06037480011",East San Gabriel
"06037481711",Monterey Park
"06037117520",Los Angeles
"06037482600",Monterey Park
"06037482701",Monterey Park
"06037134002",Los Angeles
"06041119201",
"06061020908",
"06037134423",Los Angeles
"06061021046",Roseville
"06061021034",Roseville
"06061021035",Roseville
"06061021044",Roseville
"06037570702",Lakewood
"06037572500",Long Beach
"06037132102",Los Angeles
"06037132502",Los Angeles
"06037137104",Los Angeles
"06037139001",Los Angeles
"06037139402",Los Angeles
"06075033203",San Francisco
"06037910210",
"06037910712",Palmdale
"06037910713",Palmdale
"06037920045",Santa Clarita
"06037980002",Carson
"06037980004",
"06037574700",Long Beach
"06037575103",Long Beach
"06037575202",Long Beach
"06037980023",Los Angeles
"06037603102",Gardena
"06037620521",Redondo Beach
"06037900701",Lancaster
"06037120400",Los Angeles
"06037980028",
"06037601002",Inglewood
"06037901205",
"06037434004",
"06037269907",Los Angeles
"06037910709",
"06037920032",
"06037120300",Los Angeles
"06037920043",
"06019003805",
"06037433307",El Monte
"06037433504",
"06037434003",
"06037276603",Los Angeles
"06037276604",Los Angeles
"06037293306",Los Angeles
"06037570404",Long Beach
"06037571504",Long Beach
"06087100800",Santa Cruz
"06087101100",Santa Cruz
"06037183401",Los Angeles
"06087110400",
"06037910606",Palmdale
"06087110600",
"06087121200",
"06061021039",Roseville
"06053001300",Salinas
"06087121401",
"06061021037",Roseville
"06087121403",
"06061021403",Lincoln
"06075980300",San Francisco
"06075980401",San Francisco
"06075012502",San Francisco
"06075980200",San Francisco
"06037482702",Monterey Park
"06037482800",Monterey Park
"06037141202",Los Angeles
"06037500202",
"06037141304",Los Angeles
"06037143603",Los Angeles
"06037500300",
"06037183221",Los Angeles
"06037183222",Los Angeles
"06061020401",Auburn
"06037141102",Los Angeles
"06037141201",Los Angeles
"06037910711",Palmdale
"06095251100",
"06059021903",Anaheim
"06037980005",Torrance
"06095253108",
"06095253300",
"06037121900",Los Angeles
"06075018000",San Francisco
"06059021914",
"06059021919",Anaheim
"06075013000",San Francisco
"06059021922",Anaheim
"06059052415",Lake Forest
"06059052408",
"06037122000",Los Angeles
"06077000401",Stockton
"06097150602",Petaluma
"06097151203",
"06037122120",Los Angeles
"06037122200",Los Angeles
"06059052416",Lake Forest
"06059052417",Irvine
"06059052418",Irvine
"06059074106",
"06059074107",Santa Ana
"06001408400",Oakland
"06013314103",Bay Point
"06013346201",
"06013356002",
"06013354002",
"06013321103",
"06013353001",
"06037113301",Los Angeles
"06037535603",South Gate
"06097151301",
"06097151310",
"06013309000",
"06013345202",
"06001408500",Oakland
"06013323000",Pleasant Hill
"06013355200",
"06037113422",Los Angeles
"06037267700",Los Angeles
"06013359203",Hercules
"06097151305",
"06013319000",
"06097151306",Rohnert Park
"06013369001",San Pablo
"06001408200",Oakland
"06037113303",Los Angeles
"06001408600",Oakland
"06001408700",Oakland
"06037106020",Los Angeles
"06037115101",Los Angeles
"06037106111",
"06059099905",Westminster
"06089010100",Redding
"06037115201",Los Angeles
"06037115202",Los Angeles
"06059099306",Huntington Beach
"06097151504",Santa Rosa
"06097151311",
"06077000402",Stockton
"06059099239",
"06059099305",Huntington Beach
"06037115301",Los Angeles
"06059099251",Fountain Valley
"06059099307",
"06059099903",Westminster
"06059099906",Westminster
"06001408800",Oakland
"06001408900",Oakland
"06001409100",Oakland
"06001409200",Oakland
"06059110003",Garden Grove
"06001409300",Oakland
"06111001502",
"06059099904",Westminster
"06059110007",
"06059032002",Mission Viejo
"06059032013",Mission Viejo
"06059032003",Mission Viejo
"06037240900",Los Angeles
"06059032012",Mission Viejo
"06059052424",Lake Forest
"06001409500",Oakland
"06077000500",Stockton
"06013367100",
"06059052425",Lake Forest
"06001409600",Oakland
"06095252102",
"06095252202",
"06059052427",Lake Forest
"06001409700",Oakland
"06013306002",
"06077004201",Lodi
"06013326000",
"06077004203",Lodi
"06037115401",Los Angeles
"06013340001",
"06001410400",Oakland
"06037241110",Los Angeles
"06013301000",
"06013361000",
"06013352102",
"06013338302",
"06013334004",Concord
"06013378000",
"06111001503",San Buenaventura (Ventura)
"06013349000",Lafayette
"06077000600",Stockton
"06013369002",
"06001420100",Albany
"06013345105",
"06111001506",
"06013337300",
"06001420200",Albany
"06013343003",
"06013345103",San Ramon
"06013352202",
"06013346102",
"06111001601",
"06013321200",
"06001410100",Oakland
"06013325000",Pleasant Hill
"06095252604",Fairfield
"06013343001",
"06013321102",
"06037301502",Glendale
"06013307204",Antioch
"06095251902",Vallejo
"06095252910",Vacaville
"06001409400",Oakland
"06059052428",
"06095250900",Vallejo
"06095252104",
"06077004104",
"06039000300",
"06095252201",
"06001410200",Oakland
"06059087001",Anaheim
"06059087002",Anaheim
"06111001402",
"06001420300",Albany
"06001420400",Albany
"06111001507",San Buenaventura (Ventura)
"06111001602",San Buenaventura (Ventura)
"06037311200",Burbank
"06029002301",
"06111002000",
"06037241120",Los Angeles
"06001420500",Albany
"06059099240",
"06059099308",Huntington Beach
"06001421700",Berkeley
"06001421100",Berkeley
"06001421400",Berkeley
"06029002302",
"06001421800",Berkeley
"06001421900",Berkeley
"06077003403",
"06059001901",Fullerton
"06059099309",Huntington Beach
"06059099310",
"06059074501",Santa Ana
"06059099402",Huntington Beach
"06059099404",Huntington Beach
"06059110004",Garden Grove
"06059110005",Garden Grove
"06001420600",Albany
"06059052506",Irvine
"06071007601",
"06059032046",Coto de Caza
"06111001101",
"06111001201",
"06111001202",
"06059052528",Irvine
"06059089107",
"06059021815",
"06059042324",
"06059052420",
"06059032014",Lake Forest
"06077003404",Stockton
"06059052505",Irvine
"06059052423",
"06059001706",Fullerton
"06059001402",
"06059021802",Yorba Linda
"06059086405",Anaheim
"06059021821",
"06059052502",Tustin
"06059075605",
"06059032015",Mission Viejo
"06111001301",
"06111001302",
"06059032020",Mission Viejo
"06059032022",
"06059052511",Irvine
"06059052514",Irvine
"06053012200",Pacific Grove
"06059052515",Irvine
"06059087101",
"06001428500",Alameda
"06059087102",Anaheim
"06059087103",Anaheim
"06059087105",Anaheim
"06059087106",Anaheim
"06023010902",
"06023011500",
"06023011600",
"06077005110",Manteca
"06077005127",Lathrop
"06037214902",Los Angeles
"06023001300",
"06077004600",
"06077004800",
"06029002700",
"06059001403",
"06059001404",
"06059032029",Lake Forest
"06059001501",
"06059001503",
"06059032027",
"06059032028",Mission Viejo
"06059032030",Mission Viejo
"06059052517",Irvine
"06075023102",San Francisco
"06001405402",Oakland
"06075023200",San Francisco
"06059052518",Irvine
"06001407700",Oakland
"06059052519",Irvine
"06059052520",Irvine
"06029000700",
"06059052521",Irvine
"06075023300",San Francisco
"06075022901",San Francisco
"06001407000",Oakland
"06001407200",Oakland
"06085504316",San Jose
"06001423100",Berkeley
"06059032040",Mission Viejo
"06001407300",Oakland
"06001407400",Oakland
"06001407600",Oakland
"06001407800",Oakland
"06075026003",San Francisco
"06075026404",San Francisco
"06071004503",
"06059052523",Irvine
"06075035100",San Francisco
"06071007105",
"06029003805",Bakersfield
"06071002204",
"06029000800",Bakersfield
"06071009717",Apple Valley
"06095252502",Fairfield
"06071940100",
"06071008705",Yucaipa
"06001428400",Alameda
"06071008302",Redlands
"06075020600",San Francisco
"06075013300",San Francisco
"06071004601",San Bernardino
"06085503324",San Jose
"06071002301",Fontana
"06001423700",Berkeley
"06075060502",San Francisco
"06071007800",
"06075025403",San Francisco
"06071007901",
"06071002010",
"06071001600",Ontario
"06071000111",Chino Hills
"06075022702",San Francisco
"06071010023",
"06071007407",
"06071010409",
"06029003123",Bakersfield
"06071009711",Apple Valley
"06029000903",Bakersfield
"06001423800",Berkeley
"06059001504",Brea
"06085503509",San Jose
"06071004800",San Bernardino
"06029001103",
"06037185203",Los Angeles
"06071009500",Barstow
"06085504320",San Jose
"06001423901",Berkeley
"06001427700",Alameda
"06001428600",Alameda
"06059001506",
"06059001507",Brea
"06059001705",
"06059032031",Mission Viejo
"06029000904",
"06059032032",Mission Viejo
"06059032034",
"06053012502",Monterey
"06059032035",Mission Viejo
"06059032036",Mission Viejo
"06029001102",
"06037240200",Los Angeles
"06059052524",Tustin
"06059052526",Irvine
"06001422700",Berkeley
"06059052527",Irvine
"06059062605",
"06037240010",Los Angeles
"06071004700",San Bernardino
"06071007403",
"06029001202",
"06071010024",
"06085503510",San Jose
"06001427800",Alameda
"06085503601",San Jose
"06001430700",Castro Valley
"06085504317",San Jose
"06001428000",Alameda
"06085504319",San Jose
"06071009712",
"06071006302",
"06071009713",Apple Valley
"06001428100",Alameda
"06071000109",Chino Hills
"06071010416",
"06071008301",
"06085503708",San Jose
"06071005100",San Bernardino
"06001428200",Alameda
"06085503511",San Jose
"06071004504",San Bernardino
"06071009400",
"06071010022",
"06085504321",
"06071000812",Rancho Cucamonga
"06085504410",San Jose
"06077005302",Tracy
"06071000104",Chino Hills
"06077000100",Stockton
"06071010415",
"06029003806",
"06071008704",Yucaipa
"06001422900",Berkeley
"06071009716",Apple Valley
"06001424001",Berkeley
"06037311100",Burbank
"06001428301",Alameda
"06001428302",Alameda
"06059001801",
"06059001802",Fullerton
"06059001903",Fullerton
"06029000505",
"06059011000",Fullerton
"06059011101",Fullerton
"06059011102",Fullerton
"06029003000",
"06059032037",
"06071007404",
"06059032038",
"06059032039",
"06059042323",
"06059062611",Irvine
"06059062612",Irvine
"06059062614",
"06001430900",Castro Valley
"06059062622",
"06001423000",Berkeley
"06017030810",Cameron Park
"06037236204",Los Angeles
"06017031600",
"06001431000",Castro Valley
"06017030301",South Lake Tahoe
"06001432100",San Leandro
"06017030302",South Lake Tahoe
"06053001200",Salinas
"06053011000",
"06017030809",Cameron Park
"06075017902",San Francisco
"06075047702",San Francisco
"06075035202",San Francisco
"06085503325",San Jose
"06083002922",
"06053013200",
"06053013600",Seaside
"06053011700",
"06085503712",San Jose
"06053010305",
"06053010501",
"06085503602",San Jose
"06059011200",Fullerton
"06085503703",San Jose
"06059011401",Fullerton
"06059011402",Fullerton
"06059011403",Fullerton
"06059011502",Fullerton
"06059032045",
"06059032042",
"06059032047",
"06059032050",
"06053001600",Salinas
"06001430300",Castro Valley
"06001430400",Castro Valley
"06059062625",
"06059062627",Irvine
"06059062635",Aliso Viejo
"06059062629",Irvine
"06053000600",Salinas
"06053013100",Monterey
"06037237101",Los Angeles
"06053011900",
"06053010102",
"06037237202",Los Angeles
"06059062636",
"06059032048",
"06059011601",Fullerton
"06037137000",Los Angeles
"06001422500",Berkeley
"06001427200",Alameda
"06001422600",Berkeley
"06001424002",Berkeley
"06075030202",San Francisco
"06075012000",San Francisco
"06075026001",San Francisco
"06001426200",Piedmont
"06001427100",Alameda
"06075045100",San Francisco
"06037119340",Los Angeles
"06085503401",San Jose
"06075025401",San Francisco
"06075016100",San Francisco
"06075011000",San Francisco
"06001427300",Alameda
"06075023103",San Francisco
"06085503402",San Jose
"06085503507",San Jose
"06085508004",
"06059011503",Fullerton
"06059032054",Rancho Santa Margarita
"06059011504",Fullerton
"06059032051",Rancho Santa Margarita
"06059011602",
"06077000300",Stockton
"06059032055",Rancho Santa Margarita
"06053012600",Monterey
"06059042103",
"06059062638",Aliso Viejo
"06059062641",
"06085504411",San Jose
"06071005200",San Bernardino
"06001406202",Oakland
"06077000700",Stockton
"06077000900",Stockton
"06059062640",
"06059062642",Newport Beach
"06059062646",Laguna Woods
"06071980100",San Bernardino
"06037311300",Burbank
"06071008001",
"06065045222",
"06065045228",
"06065045609",
"06037320300",San Fernando
"06065047202",
"06065048100",
"06065049700",
"06065042745",
"06065050300",
"06065050600",
"06001406300",Oakland
"06065050700",
"06065981000",
"06065051200",
"06065043274",
"06037311400",Burbank
"06065043291",Murrieta
"06065043513",
"06111002905",
"06065043517",
"06001406201",Oakland
"06085503333",San Jose
"06037128801",Los Angeles
"06037134903",Los Angeles
"06037139503",Los Angeles
"06001450501",Dublin
"06083000804",Santa Barbara
"06037432801",El Monte
"06029000400",
"06029000504",
"06029000506",
"06037239202",Los Angeles
"06029000507",
"06085503903",San Jose
"06001402600",Oakland
"06013386000",El Cerrito
"06013318000",
"06013314200",
"06013355301",
"06037239501",Los Angeles
"06071008403",
"06053014302",
"06013337100",Concord
"06013307202",Antioch
"06013363000",
"06029000906",
"06037109700",Los Angeles
"06013321101",Martinez
"06037209820",Los Angeles
"06013320001",
"06053012401",Pacific Grove
"06013355302",
"06037239502",Los Angeles
"06037239602",Los Angeles
"06013307101",Antioch
"06029000600",Bakersfield
"06037535901",South Gate
"06073002902",San Diego
"06073002903",San Diego
"06029002000",Bakersfield
"06013385100",El Cerrito
"06053012402",Pacific Grove
"06013392000",Kensington
"06071008100",Redlands
"06037239701",Los Angeles
"06013351200",
"06029000907",
"06071010421",Twentynine Palms
"06085506606",
"06071000115",
"06071002031",Rancho Cucamonga
"06053014102",Marina
"06053014301",
"06053014105",
"06013365002",
"06013307201",Antioch
"06035040303",
"06029001101",
"06013308001",Antioch
"06065042617",Perris
"06065042730",
"06029003807",
"06065042731",
"06065042733",
"06065042737",
"06065043007",
"06065043244",
"06029000908",Bakersfield
"06065043246",
"06065043254",
"06037407102",La Puente
"06065043265",
"06029000909",
"06065043267",
"06029003114",
"06037125310",Los Angeles
"06065041913",
"06065043813",
"06029003121",
"06029003122",Bakersfield
"06065044516",
"06029000905",
"06085508102",
"06085508202",
"06053012302",Pacific Grove
"06085504506",Milpitas
"06085504507",Milpitas
"06029001300",
"06085506701",
"06053010400",Castroville
"06037127400",Los Angeles
"06029001400",
"06029001500",
"06085508203",
"06037214502",Los Angeles
"06095250801",
"06029001600",Bakersfield
"06095252915",
"06095252314",Fairfield
"06013308002",Antioch
"06085506702",Campbell
"06053012700",Monterey
"06053012800",
"06015000105",
"06037234000",Los Angeles
"06029001801",Bakersfield
"06085506703",
"06085504805",Sunnyvale
"06025012001",Calexico
"06013343002",
"06013348000",
"06037125600",Los Angeles
"06013352101",
"06085504806",Sunnyvale
"06013359202",
"06037127210",Los Angeles
"06085504901",Santa Clara
"06085505007",
"06029001700",Bakersfield
"06085505203",
"06029000902",Bakersfield
"06029002200",Bakersfield
"06029006002",Tehachapi
"06029002100",Bakersfield
"06029003204",
"06037310100",Burbank
"06085508204",Sunnyvale
"06037406101",
"06085508504",Sunnyvale
"06085508505",Sunnyvale
"06057001206",
"06057001204",
"06057001205",
"06057001203",
"06029002820",Bakersfield
"06037127220",Los Angeles
"06037300200",
"06037300400",Glendale
"06085504802",Sunnyvale
"06037127300",Los Angeles
"06085504803",Sunnyvale
"06085505301",
"06085505302",Santa Clara
"06085505304",Santa Clara
"06085505305",
"06085505401",Santa Clara
"06037300701",Glendale
"06037300902",Glendale
"06085505402",Santa Clara
"06013384000",
"06013305000",
"06061020105",
"06061020601",
"06061021304",
"06029001802",Bakersfield
"06029001901",
"06029001902",Bakersfield
"06085508601",Sunnyvale
"06037320100",San Fernando
"06037602507",Hawthorne
"06085505403",
"06053001500",
"06085505500",Santa Clara
"06029002500",
"06085506803",San Jose
"06085505600",Santa Clara
"06085505800",
"06037240402",Los Angeles
"06085507806",
"06085508303",Sunnyvale
"06085507807",
"06085508301",
"06029002600",
"06085505900",
"06029006202",
"06029003103",
"06053010504",
"06029002400",
"06037234200",Los Angeles
"06085506000",Santa Clara
"06037265304",Los Angeles
"06085507808",
"06085506101",Santa Clara
"06085506102",
"06111004704",
"06085506103",
"06085506203",San Jose
"06029005600",
"06029003202",
"06001410000",Oakland
"06029003810",
"06029003900",
"06029003808",Bakersfield
"06085506204",San Jose
"06085506301",San Jose
"06037301400",Glendale
"06001407900",Oakland
"06001436601",Hayward
"06037301501",Glendale
"06029003809",
"06029003811",
"06029003812",
"06029003813",
"06029004000",
"06029004101",Shafter
"06037301601",Glendale
"06037301701",Glendale
"06037301602",Glendale
"06037301702",Glendale
"06111005403",Camarillo
"06001401400",Oakland
"06029004102",Shafter
"06029004200",
"06031001401",Corcoran
"06029004301",
"06037301900",Glendale
"06037302002",Glendale
"06113010302",West Sacramento
"06029002804",Bakersfield
"06029003203",Bakersfield
"06037119900",Los Angeles
"06001403100",Oakland
"06073017022",
"06029003500",
"06085507903",San Jose
"06073017045",
"06073009901",San Diego
"06073013418",Chula Vista
"06085508401",
"06073015403",
"06073013419",
"06073015703",El Cajon
"06037430502",Sierra Madre
"06073013503",
"06085508404",Sunnyvale
"06073020017",
"06001402700",Oakland
"06073010103",
"06029003600",
"06037402703",Pomona
"06073018504",
"06115040500",Olivehurst
"06073019302",Oceanside
"06001401500",Oakland
"06073018608",Oceanside
"06073005900",San Diego
"06073007600",
"06073020500",Escondido
"06029000503",
"06073009505",San Diego
"06037400204",
"06001400500",Oakland
"06081608502",San Mateo
"06001451102",
"06029002813",
"06029002806",Bakersfield
"06029002807",
"06029002808",Bakersfield
"06001432800",
"06029002816",Bakersfield
"06001435400",Hayward
"06029002817",Bakersfield
"06037234501",Los Angeles
"06001438000",
"06029002818",Bakersfield
"06001451201",
"06085504412",Milpitas
"06001409000",Oakland
"06029003400",
"06029006003",
"06085504413",Milpitas
"06037234502",Los Angeles
"06115040600",Olivehurst
"06109005201",
"06085504414",Milpitas
"06037407101",La Puente
"06109001100",
"06085508503",Sunnyvale
"06029005300",
"06029005501",
"06029002811",Bakersfield
"06073003208",
"06085507904",
"06101050101",
"06029002814",Bakersfield
"06029002815",Bakersfield
"06037482502",Rosemead
"06085504415",Milpitas
"06085504416",Milpitas
"06029003804",
"06073013414",Chula Vista
"06073013415",Chula Vista
"06037208904",Los Angeles
"06073013416",Chula Vista
"06073013417",
"06001402400",Oakland
"06097150202",
"06029003803",
"06111005002",
"06085504418",Milpitas
"06073018517",Oceanside
"06073018518",Oceanside
"06001403000",Oakland
"06073018519",
"06073018601",Oceanside
"06037534700",Walnut Park
"06037500900",Pico Rivera
"06029000101",
"06029000102",Oildale
"06085504421",Milpitas
"06073008303",San Diego
"06073000700",San Diego
"06073006200",San Diego
"06037310703",Burbank
"06037533106",Huntington Park
"06073012200",
"06037310900",Burbank
"06037228600",Los Angeles
"06037222600",Los Angeles
"06111005202",
"06001401600",Oakland
"06037311000",Burbank
"06001402200",Oakland
"06073000800",San Diego
"06073000900",San Diego
"06037311600",Burbank
"06085507905",
"06001402500",Oakland
"06075035400",San Francisco
"06085504422",Milpitas
"06037403722",
"06073013505",Spring Valley
"06073013506",Spring Valley
"06075040100",San Francisco
"06073013604",Rancho San Diego
"06085506304",San Jose
"06037480302",Alhambra
"06085506305",San Jose
"06085506401",San Jose
"06073013802",Spring Valley
"06001403900",Oakland
"06073018603",Oceanside
"06073018609",Oceanside
"06073018610",Oceanside
"06001403300",Oakland
"06037192620",Los Angeles
"06075040200",San Francisco
"06001404501",Oakland
"06001403800",Oakland
"06037123602",Los Angeles
"06037300702",Glendale
"06001438300",Hayward
"06037400604",
"06037302202",Glendale
"06037139703",Los Angeles
"06037920026",
"06037910501",Palmdale
"06109002200",
"06109005100",
"06067009103",Rosemont
"06041106001",
"06001404000",Oakland
"06037404501",
"06037543903",Carson
"06037571102",Lakewood
"06073001000",San Diego
"06085506402",
"06085506501",
"06085506605",
"06085506503",Campbell
"06111005203",
"06037293201",Los Angeles
"06111005306",Camarillo
"06111005303",Camarillo
"06111005304",Camarillo
"06001400600",Oakland
"06111005404",Camarillo
"06009000121",
"06009000501",
"06075042700",San Francisco
"06085507906",San Jose
"06037310800",Burbank
"06085508001",Cupertino
